word,flag,count,,,,
奎,nr,1,,,,
奎光路,nrt,1,,,,
契合,v,1,,,,
套,n,1,,,,
女婿,n,1,,,,
好不好,l,1,,,,
好处费,v,1,,,,
如实,d,1,,,,
如晋,t,1,,,,
如此,c,1,,,,
妻,ng,1,,,,
妻易,n,1,,,,
姓名,n,1,,,,
委托事项,n,1,,,,
委托方,n,1,,,,
姚强,nr,1,,,,
姻亲,n,1,,,,
威,nrt,1,,,,
娟,zg,1,,,,
婚礼,n,1,,,,
嫌然,n,1,,,,
字件,n,1,,,,
字条,n,1,,,,
字迹,n,1,,,,
字面上,n,1,,,,
存根,n,1,,,,
存档,v,1,,,,
存货,n,1,,,,
孙宏禹,nr,1,,,,
孙峰,nr,1,,,,
季匡文,nr,1,,,,
季步农,n,1,,,,
孤,a,1,,,,
学习,v,1,,,,
学费,n,1,,,,
宁特,nr,1,,,,
宁特,ns,1,,,,
守信,v,1,,,,
安全,an,1,,,,
宋立荣,nr,1,,,,
完善,v,1,,,,
完工,v,1,,,,
完整性,n,1,,,,
官方,n,1,,,,
定义,n,1,,,,
定做,v,1,,,,
定因,n,1,,,,
定案,n,1,,,,
定金,n,1,,,,
宜,ns,1,,,,
实,a,1,,,,
实,n,1,,,,
实为,v,1,,,,
实力,n,1,,,,
实务,n,1,,,,
实在,v,1,,,,
实地,n,1,,,,
实施方案,n,1,,,,
实际意义,n,1,,,,
实际操作,n,1,,,,
实际收入,n,1,,,,
审判权,n,1,,,,
审判程序,n,1,,,,
审批权,n,1,,,,
审限,v,1,,,,
客户资源,n,1,,,,
客观情况,n,1,,,,
宣传册,nr,1,,,,
室外,s,1,,,,
宪法,n,1,,,,
家属,n,1,,,,
家族,nz,1,,,,
家纺,j,1,,,,
宽带,n,1,,,,
密函,n,1,,,,
富江,ns,1,,,,
察觉,v,1,,,,
对付,vn,1,,,,
对公,n,1,,,,
对华,nz,1,,,,
对案,n,1,,,,
对称,v,1,,,,
对系,n,1,,,,
对赛,vn,1,,,,
寻找,v,1,,,,
寻求,v,1,,,,
小于,v,1,,,,
小型,b,1,,,,
小宝,nr,1,,,,
小微,nr,1,,,,
小杰,nr,1,,,,
小气泡,n,1,,,,
小波姐,nr,1,,,,
小牛,n,1,,,,
小羽汗,nr,1,,,,
小额,n,1,,,,
少儿,m,1,,,,
尔后,c,1,,,,
尚无,v,1,,,,
尚有微,nr,1,,,,
尚诚,nr,1,,,,
尚达,nr,1,,,,
尤,d,1,,,,
就业,v,1,,,,
就时,d,1,,,,
就要,d,1,,,,
就该,v,1,,,,
尽职,v,1,,,,
尾页,n,1,,,,
居住,v,1,,,,
履行义务,n,1,,,,
山,ns,1,,,,
岗位职责,n,1,,,,
岱岳区,ns,1,,,,
峰,n,1,,,,
崇,v,1,,,,
川师大,nr,1,,,,
工业区,n,1,,,,
工作证,n,1,,,,
工程设计,n,1,,,,
工程项目,n,1,,,,
工资标准,n,1,,,,
巨额,b,1,,,,
差别,d,1,,,,
己方,n,1,,,,
巴蜀,nr,1,,,,
市,n,1,,,,
市区,n,1,,,,
市场竞争,l,1,,,,
师,ng,1,,,,
师斌,nr,1,,,,
师范大学,n,1,,,,
希望,v,1,,,,
带有,v,1,,,,
带来,v,1,,,,
带领,v,1,,,,
常,d,1,,,,
常州市,ns,1,,,,
常见,a,1,,,,
干什么,l,1,,,,
平原,ns,1,,,,
平均收入,n,1,,,,
平湖市,ns,1,,,,
平等,a,1,,,,
平账,n,1,,,,
平面设计,i,1,,,,
年会,n,1,,,,
年俪,n,1,,,,
年初,t,1,,,,
年季,t,1,,,,
年息,n,1,,,,
年收入,n,1,,,,
年时,t,1,,,,
年租金,n,1,,,,
并为,c,1,,,,
并任,v,1,,,,
并无,v,1,,,,
并称,v,1,,,,
幸,a,1,,,,
广汇,ns,1,,,,
广泛,a,1,,,,
广苑,ns,1,,,,
广西壮族自治区,ns,1,,,,
床上用品,n,1,,,,
序号,n,1,,,,
库存现金,n,1,,,,
应交,v,1,,,,
应尽,v,1,,,,
应归艺,nr,1,,,,
应得,v,1,,,,
应急,vn,1,,,,
应持,v,1,,,,
应收款,n,1,,,,
应某,nr,1,,,,
应税,v,1,,,,
底,n,1,,,,
庞一华,nr,1,,,,
度,m,1,,,,
座谈会,n,1,,,,
庭,ng,1,,,,
康,n,1,,,,
康德,nr,1,,,,
康桂芬,nr,1,,,,
延伸,v,1,,,,
延宕,v,1,,,,
建商,n,1,,,,
建文,nz,1,,,,
建材装饰,n,1,,,,
建筑工程,n,1,,,,
建筑物,n,1,,,,
建筑面积,n,1,,,,
建设银行,nt,1,,,,
建邺区,nr,1,,,,
开与,v,1,,,,
开元,nz,1,,,,
开发人员,n,1,,,,
开国,ns,1,,,,
开开,v,1,,,,
开户行,n,1,,,,
开户银行,n,1,,,,
弃,vg,1,,,,
式,k,1,,,,
式样,n,1,,,,
张丽娟,nrfg,1,,,,
张俊会,nr,1,,,,
张友明,nr,1,,,,
张平,nr,1,,,,
张彤,nrfg,1,,,,
张戟,nr,1,,,,
张月萍,nr,1,,,,
张盛玉,nr,1,,,,
张聿超,nrfg,1,,,,
张衍国,nr,1,,,,
张雷亦,nr,1,,,,
张雷曾,nr,1,,,,
强,v,1,,,,
强德,n,1,,,,
强泛,a,1,,,,
强调,v,1,,,,
归华清,nr,1,,,,
归宽塔,nr,1,,,,
归德远,nr,1,,,,
归悠,v,1,,,,
归浩迈,nr,1,,,,
归环,vn,1,,,,
归环康,nr,1,,,,
归纳,v,1,,,,
归纳如下,i,1,,,,
归苏博,nr,1,,,,
归谢芳,nr,1,,,,
当中,s,1,,,,
当天,t,1,,,,
当年,t,1,,,,
当年度,t,1,,,,
当选,v,1,,,,
形,n,1,,,,
彤系,n,1,,,,
彬德,ns,1,,,,
影视剧,n,1,,,,
影视文化,n,1,,,,
彼此,r,1,,,,
征收,v,1,,,,
很大,a,1,,,,
很快,d,1,,,,
律师函,n,1,,,,
得以,v,1,,,,
得出结论,i,1,,,,
得利,v,1,,,,
得当,v,1,,,,
得新,v,1,,,,
微,n,1,,,,
德力西,nr,1,,,,
德州市,ns,1,,,,
德欧,ns,1,,,,
德远某,nr,1,,,,
心理,n,1,,,,
心系,n,1,,,,
必然联系,l,1,,,,
必要条件,l,1,,,,
志军,n,1,,,,
忠于,v,1,,,,
快递,v,1,,,,
忽略,d,1,,,,
怀疑,v,1,,,,
怕,v,1,,,,
思路,n,1,,,,
急事,n,1,,,,
急办,v,1,,,,
性卡,n,1,,,,
性行为,n,1,,,,
总,n,1,,,,
总和,n,1,,,,
总好,d,1,,,,
总实,n,1,,,,
总是,c,1,,,,
总额近,n,1,,,,
恒宇,nz,1,,,,
恪尽职守,l,1,,,,
恰恰,d,1,,,,
恳请,v,1,,,,
恺,g,1,,,,
悖,vg,1,,,,
悬挂,v,1,,,,
情绪,n,1,,,,
情节,n,1,,,,
惯例,n,1,,,,
想,v,1,,,,
意向书,n,1,,,,
意味着,v,1,,,,
意图,n,1,,,,
意见书,n,1,,,,
感兴趣我,i,1,,,,
愿受,v,1,,,,
慈,nrt,1,,,,
慎用,v,1,,,,
戎,nr,1,,,,
成,n,1,,,,
成功,a,1,,,,
成套设备,n,1,,,,
成就,n,1,,,,
成本费用,n,1,,,,
成果,n,1,,,,
成该,v,1,,,,
成都地区,ns,1,,,,
我司,n,1,,,,
我市,r,1,,,,
或为,c,1,,,,
或经,d,1,,,,
或者说,c,1,,,,
截取,v,1,,,,
截留,v,1,,,,
户,q,1,,,,
户籍,n,1,,,,
房产证,j,1,,,,
房租,n,1,,,,
所作所为,i,1,,,,
所在,b,1,,,,
所处,n,1,,,,
所得税法,n,1,,,,
所持,v,1,,,,
所标,n,1,,,,
所用,b,1,,,,
所称,v,1,,,,
所系,n,1,,,,
所致,c,1,,,,
所负,v,1,,,,
所载,b,1,,,,
所附,v,1,,,,
所需,n,1,,,,
手册,n,1,,,,
手写,n,1,,,,
打分,v,1,,,,
打给,v,1,,,,
扣减,v,1,,,,
扣留,v,1,,,,
扣缴,v,1,,,,
扩大,v,1,,,,
扫黑,v,1,,,,
批准逮捕,vn,1,,,,
找到,v,1,,,,
承包方,n,1,,,,
承发包,n,1,,,,
承当,v,1,,,,
承揽,v,1,,,,
承责,v,1,,,,
抄送,v,1,,,,
投,vn,1,,,,
投票,n,1,,,,
投费,vn,1,,,,
投资总额,n,1,,,,
投资规模,n,1,,,,
折中,v,1,,,,
抢占,v,1,,,,
报,n,1,,,,
报以,v,1,,,,
报告书,n,1,,,,
报批,v,1,,,,
报案,n,1,,,,
报系,n,1,,,,
报表,n,1,,,,
报请,v,1,,,,
抬头,v,1,,,,
抵,v,1,,,,
担保法,n,1,,,,
担保费,n,1,,,,
担责,v,1,,,,
拉走,v,1,,,,
拒,vg,1,,,,
拖延,v,1,,,,
拖欠,v,1,,,,
拘留,v,1,,,,
招商,n,1,,,,
招投标,j,1,,,,
招股,v,1,,,,
拜金,n,1,,,,
拟定,v,1,,,,
持有人,n,1,,,,
持有异议,n,1,,,,
持续性,n,1,,,,
持股数,n,1,,,,
挂名,v,1,,,,
挂靠,v,1,,,,
指与,v,1,,,,
指卡,n,1,,,,
指挥部,n,1,,,,
指本,n,1,,,,
指派,n,1,,,,
按摩,v,1,,,,
按时,d,1,,,,
损益表,n,1,,,,
损耗,n,1,,,,
换,nz,1,,,,
据为,v,1,,,,
据为己有,i,1,,,,
据实,d,1,,,,
据说,v,1,,,,
授意,v,1,,,,
授权书,n,1,,,,
授权代表,nz,1,,,,
掌控,j,1,,,,
排斥,v,1,,,,
接到,v,1,,,,
控,v,1,,,,
控告,v,1,,,,
推举,v,1,,,,
推卸责任,n,1,,,,
推广应用,i,1,,,,
推算,v,1,,,,
推论,v,1,,,,
推诿,v,1,,,,
提供线索,n,1,,,,
提审,v,1,,,,
提炼,v,1,,,,
提示,v,1,,,,
提议,v,1,,,,
提过,v,1,,,,
提醒,v,1,,,,
插手,v,1,,,,
援引,vn,1,,,,
搬离,v,1,,,,
摇号,n,1,,,,
摘要,v,1,,,,
攀雀,ns,1,,,,
支出费用,n,1,,,,
支撑,v,1,,,,
支款,n,1,,,,
支票,n,1,,,,
支队,n,1,,,,
收,v,1,,,,
收付,v,1,,,,
收回,v,1,,,,
收寄,v,1,,,,
收款人,n,1,,,,
收益金,n,1,,,,
收盘价,n,1,,,,
收货,n,1,,,,
收货人,n,1,,,,
收银,n,1,,,,
收集,v,1,,,,
改造费,n,1,,,,
放假,v,1,,,,
放在,v,1,,,,
政策,n,1,,,,
故中砥,i,1,,,,
故二,nz,1,,,,
故亭,n,1,,,,
故以,c,1,,,,
故俪,n,1,,,,
故卡,n,1,,,,
故在,d,1,,,,
故朵,n,1,,,,
故润蕾,n,1,,,,
故现,v,1,,,,
效率,n,1,,,,
教授,n,1,,,,
数,m,1,,,,
数个,m,1,,,,
数份,n,1,,,,
数十,m,1,,,,
数据处理,n,1,,,,
数控,j,1,,,,
数罪并罚,n,1,,,,
整,n,1,,,,
文义,n,1,,,,
文件夹,n,1,,,,
文汇,n,1,,,,
文系眭蓓蓓,nr,1,,,,
斯达威,nr,1,,,,
新世界,nz,1,,,,
新任,n,1,,,,
新法,n,1,,,,
新港,ns,1,,,,
新疆生产建设兵团,nt,1,,,,
新能源,n,1,,,,
新闻宣传,nz,1,,,,
新鼎,nz,1,,,,
方便,a,1,,,,
方将,n,1,,,,
方派,n,1,,,,
施工,vn,1,,,,
无所谓,l,1,,,,
无新,d,1,,,,
无法说明,l,1,,,,
无涉,v,1,,,,
无误,v,1,,,,
无须,d,1,,,,
既为,c,1,,,,
既是,c,1,,,,
既有,c,1,,,,
日东,ns,1,,,,
日康,ns,1,,,,
日明州,ns,1,,,,
日普,ns,1,,,,
日津陵,ns,1,,,,
日照市,ns,1,,,,
日秦,t,1,,,,
日行,j,1,,,,
日记账,n,1,,,,
日金,n,1,,,,
日间,t,1,,,,
旧法,n,1,,,,
早不,d,1,,,,
早在,t,1,,,,
早就,d,1,,,,
时俪,n,1,,,,
时候,n,1,,,,
时叶军,n,1,,,,
时启维,nr,1,,,,
时应,n,1,,,,
时期,n,1,,,,
时洪谦,nr,1,,,,
时限,n,1,,,,
昆山,ns,1,,,,
明天,t,1,,,,
明康,a,1,,,,
明明,t,1,,,,
明显降低,n,1,,,,
明泛,a,1,,,,
明确提出,n,1,,,,
明示,v,1,,,,
易,a,1,,,,
星,n,1,,,,
春天,t,1,,,,
春秋,t,1,,,,
春秋时代,t,1,,,,
春霞,nr,1,,,,
昨天,t,1,,,,
是朗易,l,1,,,,
是眭蓓蓓与,nr,1,,,,
显,v,1,,,,
显著,a,1,,,,
晋,v,1,,,,
晓洁,nr,1,,,,
晚,tg,1,,,,
普惠,vn,1,,,,
普通员工,nt,1,,,,
智,j,1,,,,
暂不,d,1,,,,
暂停,d,1,,,,
暂时,d,1,,,,
暂行规定,b,1,,,,
暗示,v,1,,,,
暨,nt,1,,,,
更名,v,1,,,,
更有甚者,c,1,,,,
更正,d,1,,,,
曾为,d,1,,,,
替,p,1,,,,
替代,n,1,,,,
最佳,z,1,,,,
最新,d,1,,,,
月前,t,1,,,,
月租金,n,1,,,,
月经,n,1,,,,
月金,n,1,,,,
有事,r,1,,,,
有何,r,1,,,,
有余,r,1,,,,
有力,n,1,,,,
有序,n,1,,,,
有所增加,i,1,,,,
有损,vn,1,,,,
有据,n,1,,,,
有据可查,l,1,,,,
有效性,n,1,,,,
有理,vn,1,,,,
有违,v,1,,,,
有鉴于此,l,1,,,,
有限,a,1,,,,
服,v,1,,,,
服从,v,1,,,,
服判,vn,1,,,,
服务商,n,1,,,,
服务行业,n,1,,,,
期,n,1,,,,
期,q,1,,,,
期初余额,n,1,,,,
期末余额,n,1,,,,
未尽事宜,i,1,,,,
未必,d,1,,,,
未果,n,1,,,,
未登记,i,1,,,,
未说明,v,1,,,,
本,n,1,,,,
本地,r,1,,,,
本意,d,1,,,,
本院认为,n,1,,,,
本项,r,1,,,,
朱国惠,nr,1,,,,
朱艳芳,nr,1,,,,
机,n,1,,,,
机,ng,1,,,,
机制,n,1,,,,
机动车,n,1,,,,
机器,n,1,,,,
机器设备,n,1,,,,
机电产品,n,1,,,,
机读,n,1,,,,
机车,n,1,,,,
杂志,n,1,,,,
权主,n,1,,,,
权之,nr,1,,,,
权之争,nr,1,,,,
权二,nr,1,,,,
权于法,nr,1,,,,
权亦,nr,1,,,,
权向马,nr,1,,,,
权应,n,1,,,,
权思,nr,1,,,,
权新七,nr,1,,,,
权是,n,1,,,,
权李,nr,1,,,,
权衡,nr,1,,,,
权责,n,1,,,,
权需,n,1,,,,
李京,nr,1,,,,
李佳怡,nr,1,,,,
李光园,nr,1,,,,
李娜,nr,1,,,,
李子,nr,1,,,,
李方庆,nr,1,,,,
李旺,nr,1,,,,
李星,nr,1,,,,
李洪健,nr,1,,,,
李胜军,nr,1,,,,
李鑫之母,nr,1,,,,
李鑫微,nr,1,,,,
李隽,nr,1,,,,
条例,n,1,,,,
条所,n,1,,,,
来函,n,1,,,,
来聊天,i,1,,,,
来自,v,1,,,,
来说,u,1,,,,
杨丽,nr,1,,,,
杨于,nr,1,,,,
杨志勇,nr,1,,,,
杨景成,nr,1,,,,
杨浦区,nr,1,,,,
杨玉平,nr,1,,,,
杨罗生,nr,1,,,,
松民二,nz,1,,,,
松民二初字,nz,1,,,,
松石,nr,1,,,,
板块,n,1,,,,
构成犯罪,l,1,,,,
架构图,n,1,,,,
柏林,nr,1,,,,
某个,r,1,,,,
某些,r,1,,,,
某国,r,1,,,,
某项,r,1,,,,
查没,v,1,,,,
查看,v,1,,,,
查证,v,1,,,,
查话,v,1,,,,
查阅,v,1,,,,
查验,v,1,,,,
柯克,nr,1,,,,
柯渡,nr,1,,,,
柳洋,ns,1,,,,
柴国,ns,1,,,,
柴国发,nr,1,,,,
标,v,1,,,,
标书,n,1,,,,
标注,v,1,,,,
标识,n,1,,,,
树,v,1,,,,
树家,n,1,,,,
校园,n,1,,,,
核减,v,1,,,,
核实验,n,1,,,,
核销,n,1,,,,
根,p,1,,,,
根本原因,n,1,,,,
根本无法,i,1,,,,
格因,n,1,,,,
格奇,nr,1,,,,
桂真,nr,1,,,,
桂绍立,nr,1,,,,
案庭审,n,1,,,,
案情,n,1,,,,
梁安曾,nr,1,,,,
梁庆,nr,1,,,,
梁氏,nr,1,,,,
梅州,ns,1,,,,
梦想,n,1,,,,
检,vn,1,,,,
楼盘,n,1,,,,
概括,v,1,,,,
樵,n,1,,,,
欠本,n,1,,,,
欠款,n,1,,,,
欠缴,v,1,,,,
欠缺,v,1,,,,
次在,t,1,,,,
次案,n,1,,,,
欣导,v,1,,,,
歇业,n,1,,,,
止,zg,1,,,,
止损,v,1,,,,
正副,b,1,,,,
正如,v,1,,,,
正式版,v,1,,,,
正当程序,l,1,,,,
正是,d,1,,,,
正确处理,n,1,,,,
正职,v,1,,,,
正街,n,1,,,,
此一,r,1,,,,
此人,r,1,,,,
此他,r,1,,,,
此基础,l,1,,,,
此案,r,1,,,,
此法,r,1,,,,
步农,n,1,,,,
歪曲事实,i,1,,,,
死亡,v,1,,,,
残,n,1,,,,
母子公司,n,1,,,,
每半年,l,1,,,,
毕,v,1,,,,
民事行为,n,1,,,,
民商,n,1,,,,
民四,n,1,,,,
民心,n,1,,,,
民意测验,n,1,,,,
民意调查,l,1,,,,
民法通则,n,1,,,,
民诉法,n,1,,,,
气动,n,1,,,,
水平,n,1,,,,
水电,n,1,,,,
永不,d,1,,,,
永康,ns,1,,,,
永恩力,nr,1,,,,
永明,nz,1,,,,
永静,z,1,,,,
汇,n,1,,,,
汇,v,1,,,,
汇亚,nz,1,,,,
汇划,n,1,,,,
汇报,nz,1,,,,
汇款单,n,1,,,,
汇荣,v,1,,,,
汇诚,nz,1,,,,
汇馆,n,1,,,,
汉津,ns,1,,,,
江南,ns,1,,,,
江西省,ns,1,,,,
汤育明,nr,1,,,,
沃,nr,1,,,,
沈某,nr,1,,,,
沙坪坝区,ns,1,,,,
没,v,1,,,,
没签,v,1,,,,
没能,v,1,,,,
沧州市,ns,1,,,,
油,n,1,,,,
沿,p,1,,,,
沿江,f,1,,,,
泉,n,1,,,,
法人地位,n,1,,,,
法制,n,1,,,,
法案,n,1,,,,
法益,n,1,,,,
泛洋,ns,1,,,,
波动,vn,1,,,,
泰安市,ns,1,,,,
泵,zg,1,,,,
洋,n,1,,,,
洗尘,n,1,,,,
津,j,1,,,,
津贴,n,1,,,,
洪谦为,nr,1,,,,
派出机构,n,1,,,,
济南市,ns,1,,,,
济宁市,ns,1,,,,
济民三初字,nz,1,,,,
浦民二,nt,1,,,,
海丽仁,nr,1,,,,
海华,nz,1,,,,
海格,n,1,,,,
海润,n,1,,,,
涂料,n,1,,,,
消毒,vn,1,,,,
消毒水,n,1,,,,
消耗,n,1,,,,
消除,v,1,,,,
涉台,v,1,,,,
液,ng,1,,,,
淘宝,nz,1,,,,
淮石,ns,1,,,,
深,a,1,,,,
清案,n,1,,,,
清理,a,1,,,,
清盘,n,1,,,,
渊源,n,1,,,,
渝中区,nt,1,,,,
港,n,1,,,,
港北区,ns,1,,,,
港航,j,1,,,,
湖南省,ns,1,,,,
湘,j,1,,,,
溢价,n,1,,,,
溢出,v,1,,,,
滨均系,n,1,,,,
滨江区,ns,1,,,,
滨泰威,ns,1,,,,
滨海新区,ns,1,,,,
潘晓梅,nr,1,,,,
潜在,t,1,,,,
火腿,n,1,,,,
火车票,n,1,,,,
灭失,v,1,,,,
炉灶,n,1,,,,
炫,vg,1,,,,
点,q,1,,,,
熔炼,v,1,,,,
熟悉,v,1,,,,
爱彼思,i,1,,,,
版本,n,1,,,,
牛,nr,1,,,,
牟利,nr,1,,,,
物,n,1,,,,
物,ng,1,,,,
物,zg,1,,,,
物权,n,1,,,,
物权法,n,1,,,,
物资,n,1,,,,
物资公司,n,1,,,,
牵强附会,nz,1,,,,
牵连,v,1,,,,
特定条件,n,1,,,,
特点,n,1,,,,
特许,d,1,,,,
独包,v,1,,,,
独立性,n,1,,,,
独立核算,l,1,,,,
独立自主,i,1,,,,
独自,d,1,,,,
猜测,vn,1,,,,
玉花,n,1,,,,
王予宾,nr,1,,,,
王凌裕,nr,1,,,,
王士,nr,1,,,,
王晓东,nr,1,,,,
王祥,nr,1,,,,
王阳发,nr,1,,,,
王韧磊,nr,1,,,,
玛,nr,1,,,,
环,v,1,,,,
环翠区,n,1,,,,
环节,n,1,,,,
现乐,t,1,,,,
现今,t,1,,,,
现实意义,n,1,,,,
现并,v,1,,,,
现德,t,1,,,,
现案,n,1,,,,
现经,d,1,,,,
现金支付,n,1,,,,
现金流量,n,1,,,,
理涉,v,1,,,,
理论,n,1,,,,
琳,nrt,1,,,,
瑞慈,nr,1,,,,
生命权,n,1,,,,
生源,n,1,,,,
用人单位,n,1,,,,
用印,v,1,,,,
用字,n,1,,,,
用工,n,1,,,,
用款,n,1,,,,
用费,n,1,,,,
用车,n,1,,,,
由,c,1,,,,
由以,c,1,,,,
由即,d,1,,,,
由及,c,1,,,,
由始至终,l,1,,,,
由山宇,nr,1,,,,
由志凯,nr,1,,,,
由悠疆,nr,1,,,,
由未,d,1,,,,
由此可证,i,1,,,,
由钟剑,nr,1,,,,
申字,nz,1,,,,
申诉,v,1,,,,
申请事项,nz,1,,,,
申购,v,1,,,,
电子设备,n,1,,,,
电影学院,n,1,,,,
电梯,n,1,,,,
电汇,n,1,,,,
电线,n,1,,,,
电线电缆,n,1,,,,
电视,n,1,,,,
电话号码,n,1,,,,
电话费,n,1,,,,
电邮,vn,1,,,,
留档,v,1,,,,
留给,v,1,,,,
登记在册,l,1,,,,
登记手续,l,1,,,,
百,m,1,,,,
百分之百,m,1,,,,
百福,nz,1,,,,
皇朝,n,1,,,,
皓达,nz,1,,,,
盈亏,n,1,,,,
盖然性,n,1,,,,
盛邦,nr,1,,,,
盛骏,nr,1,,,,
目故,n,1,,,,
目次,t,1,,,,
直属,n,1,,,,
相互竞争,l,1,,,,
相似,v,1,,,,
相冲突,nr,1,,,,
相同之处,l,1,,,,
相差,v,1,,,,
相竞,v,1,,,,
相符,v,1,,,,
相邻,v,1,,,,
省,n,1,,,,
看以,v,1,,,,
看温,v,1,,,,
看看,v,1,,,,
看除,v,1,,,,
真正,d,1,,,,
眭蓓蓓在,nr,1,,,,
眭蓓蓓应,nr,1,,,,
睡觉,v,1,,,,
知会,v,1,,,,
知情权,n,1,,,,
知该,v,1,,,,
短期内,n,1,,,,
石,n,1,,,,
石,ng,1,,,,
石坪桥,nr,1,,,,
矿业集团,n,1,,,,
研究,vn,1,,,,
确与,v,1,,,,
确为,v,1,,,,
确切,ad,1,,,,
确系,v,1,,,,
碰实,v,1,,,,
磋商,vn,1,,,,
社会公众,n,1,,,,
社会公德,n,1,,,,
祥和,nrfg,1,,,,
票面,n,1,,,,
票面额,n,1,,,,
祺,g,1,,,,
福园,ns,1,,,,
福州市,ns,1,,,,
福建,ns,1,,,,
福建省,ns,1,,,,
福法民,nr,1,,,,
福清,nr,1,,,,
私人,n,1,,,,
私利,a,1,,,,
科传外,nr,1,,,,
科传间,n,1,,,,
科传高,nr,1,,,,
科园,n,1,,,,
科技领域,n,1,,,,
科目,n,1,,,,
租给,v,1,,,,
秩序,n,1,,,,
积极,ad,1,,,,
称为,v,1,,,,
称于,v,1,,,,
称俪,n,1,,,,
称呼,v,1,,,,
称系,v,1,,,,
称除,v,1,,,,
税前,t,1,,,,
税务局,nt,1,,,,
税务师,n,1,,,,
税差,n,1,,,,
税帐,n,1,,,,
税率,n,1,,,,
税票,n,1,,,,
稳定剂,n,1,,,,
究竟,d,1,,,,
空气压缩机,n,1,,,,
空置,n,1,,,,
空饷,n,1,,,,
窃取,v,1,,,,
窗口,s,1,,,,
窦,nr,1,,,,
立式,b,1,,,,
站,v,1,,,,
竞业,v,1,,,,
竟然,d,1,,,,
章法,n,1,,,,
竣工,v,1,,,,
童培雅,nr,1,,,,
竹溪,nz,1,,,,
笔,n,1,,,,
笔数,n,1,,,,
笔误,n,1,,,,
笔迹,n,1,,,,
第之,m,1,,,,
第十二,m,1,,,,
等为,v,1,,,,
等行,v,1,,,,
等该,v,1,,,,
等额,n,1,,,,
筹划,n,1,,,,
筹备工作,n,1,,,,
签上,v,1,,,,
签发,v,1,,,,
签明,v,1,,,,
签证,v,1,,,,
简历,v,1,,,,
算,v,1,,,,
算现,v,1,,,,
管,vn,1,,,,
管应,vn,1,,,,
管明州,nr,1,,,,
管理中心,n,1,,,,
管理局,n,1,,,,
管理层,n,1,,,,
管理文件,n,1,,,,
管理方,n,1,,,,
管理费用,n,1,,,,
管理软件,n,1,,,,
管邦,n,1,,,,
簿,ng,1,,,,
类别,n,1,,,,
粗略,n,1,,,,
精准,n,1,,,,
精密,a,1,,,,
精益,n,1,,,,
精英,n,1,,,,
系件,n,1,,,,
系余,l,1,,,,
系俪,n,1,,,,
系卡,n,1,,,,
系应,n,1,,,,
系派,n,1,,,,
系熙,n,1,,,,
系由,n,1,,,,
系盛,nz,1,,,,
系经,n,1,,,,
系统集成,n,1,,,,
系赛,n,1,,,,
索要,d,1,,,,
累,a,1,,,,
繁友,n,1,,,,
红兰,nr,1,,,,
红兰,nz,1,,,,
红外,nr,1,,,,
红系,n,1,,,,
纪要,v,1,,,,
纳,nr,1,,,,
纸业,n,1,,,,
线下,n,1,,,,
线索,n,1,,,,
组,zg,1,,,,
组长,v,1,,,,
细故,n,1,,,,
细看,v,1,,,,
细细,a,1,,,,
细节,n,1,,,,
终端设备,nr,1,,,,
经受,v,1,,,,
经有,v,1,,,,
经查明,n,1,,,,
经济合同,n,1,,,,
经济往来,l,1,,,,
经济社会,n,1,,,,
经济纠纷,z,1,,,,
经由,p,1,,,,
经营不善,v,1,,,,
经营企业法,n,1,,,,
经营风险,n,1,,,,
经贸,n,1,,,,
结合实际,l,1,,,,
结婚,v,1,,,,
结果显示,n,1,,,,
结清,v,1,,,,
给悠,v,1,,,,
绝大部分,m,1,,,,
统一安排,nt,1,,,,
统筹,v,1,,,,
统计数据,n,1,,,,
继受,v,1,,,,
继承人,n,1,,,,
绩效,b,1,,,,
续延,nr,1,,,,
续签,v,1,,,,
续约,n,1,,,,
维修保养,nr,1,,,,
维权,n,1,,,,
综合楼,n,1,,,,
编码,n,1,,,,
缴款,v,1,,,,
缴款单,n,1,,,,
缴费,v,1,,,,
缺席判决,n,1,,,,
罐头,n,1,,,,
网页,n,1,,,,
罕见,a,1,,,,
罚金,n,1,,,,
罢,v,1,,,,
罪,n,1,,,,
罪虚,i,1,,,,
置放,v,1,,,,
美术设计,n,1,,,,
群,q,1,,,,
群微信,n,1,,,,
翁某,nr,1,,,,
老婆,n,1,,,,
老板,n,1,,,,
考核,vn,1,,,,
考绩,n,1,,,,
而仅,c,1,,,,
而以,c,1,,,,
而后,c,1,,,,
而周,t,1,,,,
而论,c,1,,,,
耗费,v,1,,,,
聊,v,1,,,,
职业,n,1,,,,
职升安,n,1,,,,
职思,n,1,,,,
联,v,1,,,,
联系人,n,1,,,,
联系方式,l,1,,,,
联线,n,1,,,,
聚保,v,1,,,,
肆,m,1,,,,
股对价,n,1,,,,
股系,n,1,,,,
背信,v,1,,,,
背后,f,1,,,,
胚胎,n,1,,,,
胡同,nr,1,,,,
胡登兰,nr,1,,,,
胡舟恩,nr,1,,,,
胶力尔,nz,1,,,,
腾,v,1,,,,
腾讯,nz,1,,,,
腾越,v,1,,,,
自主经营,n,1,,,,
自二,r,1,,,,
自有,v,1,,,,
自本,a,1,,,,
自称,v,1,,,,
自觉,d,1,,,,
自负盈亏,l,1,,,,
至少,d,1,,,,
致使,v,1,,,,
致函,v,1,,,,
臻,nr,1,,,,
臻,vg,1,,,,
